A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
774,1.1,-0.1,-1.5,-0.6,0.4,0.1,0.3,good
775,0.6,-2.7,-3.3,0.7,1.1,0.3,-1.0,good
776,1.1,2.0,-1.6,2.5,-1.3,-0.8,1.3,good
777,0.8,-0.2,-1.6,2.9,-0.7,-1.4,-0.0,good
778,-1.2,-1.1,-0.5,0.9,-1.8,0.7,-1.1,bad
779,-3.0,0.1,3.0,-0.4,2.6,-0.9,-1.8,good
780,-0.8,-3.7,2.9,1.5,0.1,2.0,-0.5,good
781,1.1,-0.6,1.2,0.3,0.5,-1.7,2.5,good
782,-2.3,-1.8,1.4,1.1,-2.5,0.7,-0.4,bad
783,0.5,-1.1,-5.2,1.0,1.9,3.6,-0.2,bad
784,-1.5,-0.3,1.1,1.9,2.3,-0.0,0.4,good
785,-4.1,0.8,1.5,2.1,3.4,-2.6,-1.3,good
786,3.3,0.0,-0.3,-4.1,3.3,1.6,4.6,good
787,2.1,-2.4,-3.1,3.6,1.9,-0.9,-0.4,good
788,0.5,1.1,-2.0,1.7,1.4,0.9,-2.7,good
789,-1.3,-1.1,-2.0,0.1,-1.6,1.4,-2.6,bad
790,-0.6,-2.6,-1.6,0.3,2.9,1.9,4.3,bad
791,-2.5,-0.7,-2.1,1.6,-0.9,-0.4,-2.9,bad
792,-0.5,-2.5,-0.9,0.5,-1.3,1.1,-3.1,bad
793,-2.2,-0.7,-1.1,1.0,0.3,2.0,-0.9,bad
794,0.4,0.9,-0.3,5.3,0.0,-4.1,-1.3,good
795,0.6,-3.1,-1.5,2.2,-3.5,0.6,-2.1,bad
796,0.9,0.6,0.7,1.2,-0.7,-1.8,0.6,good
797,-2.0,-1.7,3.9,-0.9,-1.1,-0.0,-0.8,bad
798,-1.9,-1.9,0.7,0.4,-0.8,1.0,-2.1,bad
799,-1.3,-3.2,-1.2,1.4,-0.6,2.0,-3.5,bad
800,0.6,-2.2,-0.5,2.2,-1.1,-0.5,-1.6,bad
801,-0.6,-2.2,-4.1,-0.3,3.3,3.9,0.4,bad
802,-1.9,-0.4,-3.4,2.9,-3.9,-0.2,-1.5,good
803,-1.1,-1.5,-0.3,1.4,2.2,1.5,1.4,good
804,-0.3,-1.3,1.4,-0.6,-1.3,2.7,-0.1,good
805,0.4,-0.2,-0.8,1.5,-2.3,-0.6,0.1,good
806,-0.9,-1.2,-0.8,0.7,-1.0,0.3,-2.0,bad
807,0.5,0.1,0.3,-2.6,2.7,-0.6,3.5,good
808,-0.5,-1.6,-1.5,2.2,-1.3,-1.2,-1.0,good
809,1.0,0.1,-0.8,-0.0,-1.3,0.2,1.2,good
810,-1.2,-3.0,-1.6,0.7,3.3,2.6,2.8,bad
811,-4.5,2.2,-3.5,-1.0,1.4,4.1,0.2,bad
812,1.9,-1.5,-1.7,1.1,-2.4,0.3,-0.9,bad
813,1.7,-3.5,-3.2,1.8,1.0,0.5,-0.5,good
814,0.9,1.1,-0.2,2.7,-1.8,-2.0,-1.3,bad
815,-1.2,-1.5,0.7,0.8,-0.1,0.2,0.2,bad
816,-0.3,-3.1,0.7,1.0,3.3,-3.2,1.8,good
817,0.5,0.6,0.8,3.5,-3.2,-2.3,1.0,good
818,-2.8,-0.3,0.1,0.7,1.9,0.2,-3.3,good
819,2.4,-2.3,-0.7,2.6,0.5,1.8,-1.4,good
820,-3.4,0.0,-0.5,3.6,6.1,-2.4,-3.6,good
821,0.4,0.9,-0.5,0.8,1.6,-0.7,-2.9,bad
822,0.8,-4.0,2.7,1.4,-3.1,-0.1,-1.4,bad
823,-0.7,1.3,-1.6,0.9,-0.6,2.4,3.4,good
824,1.4,-1.9,-1.7,-2.5,1.4,1.4,1.6,good
825,0.7,-0.6,-3.2,1.1,0.5,0.4,0.6,good
826,-0.0,1.7,-2.5,-0.3,-1.0,0.4,1.0,good
827,-0.6,0.1,-1.1,-0.0,-0.6,-1.1,-1.6,good
828,-0.2,-2.3,3.1,-0.4,-0.9,3.1,1.8,good
829,2.5,-1.3,-1.8,3.8,0.1,-1.0,0.7,good
830,-3.1,-1.3,1.4,1.7,2.7,-0.5,-2.0,good
831,0.4,1.8,1.2,-1.6,2.3,-2.0,2.1,good
832,-3.9,-0.7,2.7,0.0,1.1,0.1,-1.9,good
833,-0.1,-1.9,2.7,1.3,0.3,2.4,2.8,good
834,0.7,-2.9,-1.8,1.2,1.4,2.0,-0.1,bad
835,-0.2,-2.9,1.1,1.5,1.8,2.0,-1.7,good
836,-1.0,-1.0,1.1,2.3,3.5,-0.3,-0.5,good
837,2.4,-3.8,2.0,1.6,-1.6,-1.8,-2.5,bad
838,1.5,-1.8,0.8,0.8,1.9,-1.8,2.4,good
839,-2.3,0.8,-0.3,0.1,0.1,0.7,-3.5,good
840,0.8,-0.2,-0.4,-1.8,-1.5,3.6,-2.3,good
841,-3.7,-0.2,1.7,-0.0,4.3,0.8,-1.9,bad
842,2.9,-2.1,-1.8,2.8,2.0,-0.6,2.2,good
843,-0.2,1.3,-0.6,-0.0,-1.3,-3.6,2.4,bad
844,-3.4,-1.0,0.0,0.9,2.5,3.0,1.6,bad
845,-1.6,0.7,-3.0,-0.2,1.9,2.8,-0.8,bad
846,-0.3,-0.8,1.1,0.8,0.5,-2.7,1.6,bad
847,0.1,-2.9,1.4,2.4,-0.3,2.8,-0.3,good
848,-1.1,1.4,-0.7,2.0,2.5,-3.9,0.9,good
849,-3.2,2.6,0.5,-0.4,1.4,-1.8,-3.4,good
850,0.1,-1.7,1.5,1.7,0.0,1.5,0.7,good
851,1.8,-2.4,-0.2,-1.2,2.8,-0.4,3.1,good
852,2.0,-3.8,0.8,2.5,-0.6,4.0,1.3,good
853,-0.4,-2.9,1.2,0.6,0.3,3.2,-0.8,good
854,1.5,-2.3,-0.5,-1.7,2.1,0.4,2.7,good
855,-0.3,-2.6,-1.8,2.5,-4.0,0.0,-1.6,good
856,-3.3,0.2,-4.1,0.5,-2.7,0.8,-2.9,bad
857,2.2,-0.9,-3.8,0.6,-2.5,2.8,0.6,good
858,-0.9,-1.1,-2.6,-1.0,2.8,0.3,4.3,bad
859,-0.4,-1.1,1.6,0.5,0.7,-0.9,-1.3,bad
860,2.5,-1.7,-0.3,-0.1,-1.4,4.5,1.2,good
861,-1.6,-0.7,-2.1,0.9,0.9,2.3,0.2,bad
862,-1.1,-3.0,-0.9,0.7,3.2,2.6,2.7,bad
863,-0.5,-0.5,-0.8,-0.2,-0.6,2.1,-0.0,bad
864,-0.6,-0.6,0.4,1.1,1.6,1.1,-1.7,good
865,1.9,-2.9,-0.7,-1.2,2.9,-0.1,1.3,good
866,1.3,-0.2,-1.4,0.9,-1.3,0.1,-1.3,bad
867,0.5,-2.1,-0.5,-2.3,3.1,-0.5,0.5,good
868,-0.6,-0.6,-1.0,1.4,-0.4,0.6,-0.3,bad
869,-1.0,-0.2,-3.1,-0.0,-0.5,3.2,-0.5,bad
870,1.6,0.3,-0.1,-0.5,-1.9,2.3,-2.6,good
871,-1.8,-1.1,1.2,0.6,3.5,-2.5,5.2,bad
872,-0.1,1.1,0.3,-0.1,-0.0,-2.0,-1.2,good
873,-0.1,-1.5,-3.5,0.7,1.4,2.1,2.8,bad
874,0.6,0.2,-0.8,0.4,1.0,-1.1,-1.2,bad
875,0.4,-0.6,-3.8,2.5,0.5,4.0,-1.7,bad
876,-1.8,1.6,0.3,-0.8,-1.3,1.1,-0.6,good
877,0.1,0.6,-1.8,3.3,-1.9,-1.9,0.6,bad
878,-2.6,-0.5,-2.3,-0.2,1.5,3.9,-1.1,bad
879,1.4,-1.9,-2.6,0.7,-2.7,0.3,-2.8,bad
880,-3.8,-2.2,2.3,2.1,-0.8,0.2,3.3,bad
881,1.9,-2.6,0.7,3.9,1.3,1.9,0.3,good
882,1.7,-1.4,-2.5,-1.4,2.4,-1.0,2.0,bad
883,0.3,-1.4,-2.8,-0.6,3.0,2.0,-1.3,bad
884,1.7,0.1,-1.4,2.7,0.8,-1.6,0.5,good
885,-0.2,-2.1,0.6,1.3,-1.9,0.2,-1.0,bad
886,2.4,1.1,-1.3,4.9,-1.6,-1.5,1.5,good
887,-3.5,-4.4,0.8,1.1,2.2,3.0,4.0,bad
888,-0.3,-1.7,-0.2,2.7,-1.8,-0.2,-0.5,bad
889,1.9,-5.6,3.6,1.6,0.8,3.2,1.8,good
890,1.2,-0.3,-1.8,0.6,-3.3,0.1,-0.0,bad
891,2.9,-3.7,-1.7,4.0,0.1,-1.1,-2.2,good
892,-1.2,-1.1,0.7,2.8,-1.4,0.1,-0.7,bad
893,0.5,-1.8,-0.1,3.7,-1.0,-2.1,1.1,good
894,-0.1,-1.0,1.0,-0.7,1.0,-2.2,1.1,good
895,-1.3,3.8,-1.6,3.6,-2.4,-2.5,-0.2,good
896,-0.3,-3.7,-2.3,2.3,-0.8,-0.6,-1.1,good
897,-1.7,-0.8,1.4,-0.5,1.0,0.9,-3.1,good
898,-2.4,-2.4,-0.4,0.7,3.3,4.0,-0.7,bad
899,2.1,-3.9,2.6,3.3,0.3,2.3,2.6,good
900,0.5,-0.5,1.3,2.1,0.2,-3.1,3.5,bad
901,-1.1,0.1,-2.7,1.7,1.5,4.0,-2.1,bad
902,-2.1,2.0,-2.5,0.4,0.8,0.7,-3.8,good
903,2.9,0.9,-0.4,4.6,-0.5,-1.8,2.2,good
904,1.4,-3.3,-0.9,1.5,3.7,-1.5,2.6,good
905,0.1,-0.9,-2.9,2.8,-1.0,-0.5,-0.0,good
906,1.2,-1.7,-3.9,4.1,-3.1,-0.0,-1.1,bad
907,-1.4,-2.2,0.8,-1.2,0.7,1.8,-3.0,bad
908,-0.5,-0.6,3.1,1.1,-0.3,-1.2,1.0,bad
909,-0.9,-0.1,-0.6,0.2,-1.1,1.9,0.9,bad
910,2.5,-2.9,0.9,2.1,1.4,3.1,2.4,good
911,-0.4,2.7,0.4,1.6,-0.5,-2.6,1.9,good
912,-0.4,-2.3,1.2,0.6,-1.0,2.8,-0.2,good
913,-1.4,-0.2,-0.0,1.2,-3.1,0.6,1.4,bad
914,-3.7,-1.9,-2.0,2.2,0.1,1.8,-3.1,bad
915,3.3,-4.7,2.2,3.5,-0.1,3.3,2.6,good
916,1.0,-1.0,-0.4,2.6,-3.1,-1.4,0.3,bad
917,-0.9,-1.2,-0.4,-2.5,0.4,-0.5,-0.8,good
918,-0.7,-0.6,-3.5,-0.0,0.4,0.0,-1.5,good
919,-2.7,-0.4,-2.5,2.4,0.3,0.8,-1.7,bad
920,0.2,-0.7,0.8,1.9,-0.3,0.9,-1.0,good
921,-0.6,1.3,-2.9,0.1,1.5,1.8,0.1,bad
922,0.1,-1.1,-1.1,2.8,2.2,0.5,-2.6,good
923,-3.3,-1.0,-2.2,-2.2,2.1,3.7,-4.4,bad
924,-1.3,-1.6,2.0,2.1,1.4,-1.0,3.5,bad
925,-2.0,1.5,-1.2,-0.6,1.1,0.3,-3.7,good
926,-3.0,-2.0,-1.3,0.9,2.0,4.5,0.1,bad
927,-0.8,-2.5,2.8,1.4,3.1,0.4,-2.2,good
928,0.1,-0.9,-1.1,1.4,0.8,1.5,-0.2,bad
929,1.4,1.0,-0.6,1.5,-0.9,1.1,-2.4,good
930,0.9,0.7,-3.1,3.1,-0.2,2.0,0.6,good
931,-1.5,-0.3,-0.4,0.3,1.1,0.9,-1.4,bad
932,-2.6,-3.4,-3.3,-0.9,3.5,5.0,2.1,bad
933,-0.4,-0.0,0.1,0.6,-0.8,-0.7,-0.3,bad
934,2.9,-4.5,-1.7,-0.8,5.1,0.3,2.0,good
935,-1.9,-2.8,1.2,2.4,-0.8,-0.6,-2.4,bad
936,2.3,-1.8,-2.7,2.4,-4.1,-0.5,-1.1,bad
937,-1.8,-1.8,-0.9,0.3,-1.1,2.6,-1.5,bad
938,-2.3,0.4,1.0,0.0,1.0,-1.3,-0.0,bad
939,-1.0,0.7,-2.1,1.4,0.4,-1.3,1.1,good
940,-2.8,2.3,-3.0,1.1,1.8,1.5,0.6,bad
941,-2.2,-0.6,-1.5,0.6,-2.1,2.0,-0.5,bad
942,-1.2,-0.6,0.1,3.1,-1.0,-3.2,-0.9,good
943,-1.0,-2.3,-0.7,2.0,-1.0,1.9,0.3,bad
944,-1.0,1.2,-1.3,1.9,1.4,-0.2,-0.2,good
945,-3.6,-1.9,3.9,-0.8,1.5,-0.0,-1.2,good
946,-1.8,-1.5,-0.4,0.3,-0.8,1.6,-1.5,bad
947,1.9,-1.0,-1.0,1.0,2.4,-0.8,2.4,good
948,-1.2,-0.7,0.8,-1.6,0.2,-1.6,1.1,good
949,0.6,-2.6,-0.6,2.7,2.3,-1.7,4.7,good
950,3.2,-1.2,-2.9,1.6,-0.7,1.6,1.5,good
951,0.0,-0.3,-1.2,-0.5,0.4,-0.1,2.5,good
952,0.2,0.2,0.3,0.1,0.7,0.4,-2.9,good
953,1.0,-2.8,2.1,2.1,1.2,1.5,-0.5,good
954,1.7,-4.3,-1.6,1.0,0.6,4.5,-1.9,bad
955,0.7,0.3,-2.8,0.4,-0.1,1.2,-0.4,bad
956,-0.6,-0.1,-0.1,1.2,-0.5,-0.3,-2.1,bad
957,1.7,-2.2,-2.5,1.0,-1.0,0.9,-1.1,good
958,-3.3,-1.7,-1.4,-0.2,-1.1,2.4,-3.2,bad
959,0.4,-3.2,1.9,1.5,0.0,2.9,1.3,good
960,1.8,-3.4,-4.1,0.1,0.1,2.3,0.9,good
961,0.4,0.1,-2.6,3.0,-1.4,-1.8,-1.2,bad
962,-1.7,-1.7,0.4,1.6,2.1,0.7,-1.0,good
963,-3.3,0.5,3.0,-0.7,1.5,-0.9,-3.3,good
964,-2.0,1.6,-3.2,0.6,-3.1,1.0,0.6,bad
965,-4.8,0.5,-2.7,-0.0,-0.1,3.5,-1.3,bad
966,1.2,-0.4,-3.1,0.3,1.7,0.4,0.3,bad
967,1.9,1.1,-0.7,3.6,-1.9,-1.1,-0.9,bad
968,1.9,-2.8,-0.2,-0.8,3.1,-0.8,1.3,good
969,-2.1,-1.3,-1.0,1.8,-1.0,0.7,-1.6,bad
970,-0.5,-1.6,-0.2,0.9,-1.8,0.6,-1.3,bad
971,0.6,-1.5,-3.3,0.6,2.0,0.7,2.5,bad
972,-1.3,-0.3,0.5,-0.1,0.2,-2.3,1.0,good
973,-1.0,-0.6,-0.3,3.0,-1.1,-2.2,-1.1,bad
974,-0.6,-2.4,-1.1,2.7,3.5,-2.8,2.1,good
975,-1.0,-0.3,-1.9,0.2,3.3,0.7,2.7,bad
976,2.9,-2.9,-6.0,-1.1,5.9,2.0,2.7,bad
977,0.9,-0.2,-2.0,2.5,-1.2,0.5,0.6,bad
978,-1.7,-2.1,-0.4,1.4,2.5,1.4,3.0,bad
979,-2.7,-2.6,-0.1,2.2,0.1,1.6,4.0,bad
980,-0.4,-0.4,-3.8,-0.6,2.9,2.8,-0.3,bad
981,-0.3,-2.9,3.0,1.3,2.8,0.8,-1.1,good
982,-2.6,0.3,1.8,-0.9,2.2,0.7,-0.5,bad
983,4.1,-2.1,-0.1,-2.0,4.2,0.9,4.4,good
984,-2.9,-0.6,-1.1,0.4,0.9,2.9,-1.0,bad
985,-1.9,2.3,0.5,-0.6,1.6,-3.1,1.2,good
986,-0.9,-1.0,-2.2,0.0,1.8,1.6,1.4,bad
987,1.1,-0.2,-3.1,0.3,2.6,0.4,0.1,bad
988,0.4,-3.0,1.0,4.0,2.1,1.5,0.2,good
989,-3.4,-1.9,2.9,-1.0,1.4,0.5,-3.2,good
990,0.3,0.7,-1.5,2.5,-1.4,-0.1,0.0,bad
991,0.4,0.3,-0.5,0.2,1.0,-3.1,5.6,bad
992,0.5,0.5,-2.0,2.5,1.7,1.3,-0.6,bad
993,-0.7,1.3,2.8,-1.7,-0.3,-2.5,2.9,good
994,1.4,-1.2,0.5,1.5,-1.1,-1.1,1.7,good
995,0.2,-0.6,-1.8,0.7,0.8,-0.2,-2.4,bad
996,2.2,-4.1,-1.6,2.3,1.1,0.0,2.5,good
997,2.8,-0.4,-4.0,-0.1,2.1,0.1,-1.5,bad
998,-1.3,-0.5,0.1,0.9,1.7,0.8,-0.8,bad
999,-0.9,-0.2,-0.2,1.3,1.4,-0.1,1.2,bad
1000,-1.5,-1.9,-0.7,2.0,-2.1,1.7,0.8,bad
1001,-0.2,0.8,-3.3,1.2,-1.4,1.5,1.1,bad
1002,-2.8,-0.5,1.1,0.8,2.5,-0.8,-2.7,good
1003,0.5,-4.7,-1.9,2.0,0.9,-0.6,-1.4,good
1004,0.2,-2.7,-4.0,1.4,-4.6,3.7,-0.2,bad
1005,-2.0,-1.1,-0.6,-0.3,0.5,0.2,3.7,bad
1006,-0.9,0.3,-1.9,1.2,-2.0,-0.7,-0.7,good
1007,-0.5,-1.6,-5.7,3.1,-3.3,2.3,-2.0,bad
1008,0.6,-1.4,-2.6,-1.1,3.3,1.3,-0.8,bad
1009,-0.0,-1.0,-1.0,-0.2,4.4,-1.9,2.0,good
1010,-3.9,-0.8,0.1,1.2,2.4,1.6,4.3,bad
1011,-0.6,-1.5,1.2,-0.8,0.7,1.2,-3.3,good
1012,-0.4,-0.8,-2.4,-0.0,0.2,-0.6,3.5,bad
1013,0.1,0.4,-0.4,2.5,-3.1,-0.3,-3.1,bad
1014,-0.5,0.5,-1.3,-0.1,0.9,-0.6,-0.5,bad
1015,2.5,-1.4,-4.4,3.1,-0.6,1.4,0.7,good
1016,0.2,-2.0,-1.2,2.1,-3.1,0.6,-0.9,bad
1017,1.4,-2.5,-2.8,1.1,0.3,1.9,0.6,bad
1018,1.9,-1.8,-0.1,0.8,0.1,2.4,-0.7,good
1019,0.5,0.5,2.0,0.3,-1.5,-1.6,1.2,bad
1020,0.4,-1.2,-1.4,-0.2,-0.4,1.3,-2.1,bad
1021,1.5,-2.0,-0.5,1.7,0.2,-0.4,3.8,good
1022,-2.1,0.4,-3.5,-0.6,1.4,4.5,-0.4,bad
1023,-0.5,-5.4,-1.1,3.0,0.3,-2.1,-0.4,good
1024,-0.5,-0.4,1.7,-1.1,0.1,-1.8,2.0,good
1025,-3.7,-3.3,-2.0,0.3,3.9,5.0,2.8,bad
1026,-1.4,-2.2,-2.9,2.3,-0.9,1.3,-3.1,bad
1027,-0.3,-3.4,4.1,2.3,-1.9,-2.7,-2.0,bad
1028,-1.0,1.7,-1.2,-0.8,0.5,0.7,-1.7,good
1029,-3.3,-2.2,2.6,1.4,0.9,0.6,-0.1,good
1030,1.7,-0.9,0.9,2.5,-0.1,1.5,-0.5,good
1031,-1.6,0.7,1.6,-1.3,0.5,0.8,-2.8,good
1032,0.3,-1.7,-0.4,0.8,1.0,-0.8,1.3,bad
1033,-1.6,-0.6,-0.3,1.0,2.7,1.5,1.2,bad
1034,-4.0,-0.5,2.2,2.1,0.1,0.8,1.9,bad
1035,-2.4,-1.5,1.4,1.8,4.2,-0.9,-2.7,good
1036,-2.4,-1.0,-1.3,-0.9,0.3,4.5,-0.7,bad
1037,-0.7,-1.1,-1.3,0.7,1.3,0.2,2.1,bad
1038,-0.1,-1.5,-2.0,0.3,1.7,0.6,2.5,bad
1039,2.1,-4.2,-0.2,2.1,2.9,-1.3,2.7,good
1040,1.6,1.5,-0.1,-0.5,-1.5,0.0,1.4,good
1041,-2.1,-3.4,3.6,0.9,2.4,0.4,-0.1,good
1042,0.1,-1.5,-0.3,-0.8,3.6,-1.6,1.8,good
1043,0.2,-1.4,-1.9,2.3,-3.0,0.6,-0.2,bad
1044,0.5,-0.8,-3.0,-0.6,4.1,0.9,1.1,bad
1045,1.2,-2.4,-0.9,2.4,-3.6,-0.8,-1.4,bad
1046,-2.6,1.6,-0.3,-0.1,2.3,-1.3,-4.4,good
1047,2.2,-1.5,-1.3,1.5,0.3,-0.1,1.5,good
1048,-0.3,-1.6,0.4,1.2,-1.5,0.5,-0.6,bad
1049,1.3,-0.8,-1.3,3.5,-5.8,-2.1,1.4,bad
1050,-1.6,-3.8,-1.2,3.9,0.2,-2.9,-0.8,good
1051,2.0,-1.5,-2.3,-0.4,0.0,-0.3,0.0,bad
1052,-2.0,1.5,-0.5,-0.0,2.2,-0.6,-3.8,good
1053,-1.2,-1.3,-1.7,0.7,0.2,1.2,-0.2,bad
1054,1.5,-3.0,-1.7,3.7,3.5,-2.3,1.0,good
1055,-0.4,-1.2,1.7,1.5,1.6,0.1,-0.5,good
1056,-0.5,-1.5,-3.3,0.8,0.4,2.3,1.0,bad
1057,0.8,-2.5,-0.9,2.2,-1.8,0.9,-1.3,bad
1058,-2.1,1.3,-0.9,1.5,5.0,-2.1,-4.1,good
1059,-1.4,-2.3,-1.9,0.7,0.8,3.4,-2.3,bad
1060,-2.0,1.1,-0.8,2.4,3.8,-1.1,-1.5,good
1061,-0.6,-1.7,0.9,2.4,-0.4,1.2,1.8,good
1062,2.2,-0.2,-5.9,2.0,0.5,5.0,-4.9,bad
1063,0.5,0.6,-3.3,2.3,0.3,2.1,1.9,bad
1064,-0.5,-0.4,-0.6,0.5,0.8,-0.2,1.2,bad
1065,-3.2,2.1,-0.2,-2.6,4.2,4.6,1.5,bad
1066,0.3,0.4,-1.4,2.5,-0.6,0.4,1.2,bad
1067,-1.3,-1.0,3.4,2.2,-0.8,-2.0,0.6,bad
1068,1.0,-0.7,-0.4,1.4,0.7,-1.8,-0.4,good
1069,-1.1,0.4,-2.8,0.6,3.2,1.4,0.9,bad
1070,-1.2,-1.1,-1.3,1.0,-0.4,2.8,0.0,bad
1071,1.7,-3.6,-2.9,1.6,-0.8,0.8,-1.7,good
1072,-1.3,-2.2,-0.8,2.2,-1.1,-2.2,-1.3,good
1073,-0.1,-2.3,1.0,1.0,-0.7,2.1,-1.4,good
1074,-3.6,-0.2,-0.3,-0.7,-1.2,2.5,-0.6,bad
1075,0.7,-4.2,-1.5,2.5,0.4,-1.0,0.1,good
1076,-0.3,0.8,-0.0,1.7,0.0,0.4,2.3,bad
1077,-0.5,-2.1,-1.5,-0.0,3.4,0.7,3.2,bad
1078,-1.4,-1.1,1.6,2.1,1.7,-0.1,-1.4,good
1079,1.2,-2.0,-0.6,2.1,1.6,-1.6,2.1,good
1080,0.8,-2.7,1.0,4.4,2.0,1.5,0.3,good
1081,-2.2,-0.0,-0.4,3.1,-1.0,-4.0,-3.0,good
1082,-0.9,-0.4,2.1,-0.2,0.7,0.3,-0.5,good
1083,1.1,2.4,-0.8,-0.3,-0.7,-0.6,-0.9,good
1084,0.6,-3.4,-0.9,0.3,-0.8,0.0,0.2,good
1085,2.1,-0.4,-3.5,-0.8,1.5,-0.2,-0.7,bad
1086,-0.7,0.1,0.4,0.7,0.8,-2.3,4.2,bad
1087,-1.6,-3.1,-2.0,0.8,-0.9,-0.6,-0.8,good
1088,-4.9,-2.2,0.1,0.3,2.2,3.3,3.4,bad
1089,-0.5,-1.9,-2.1,1.8,-1.6,3.1,-3.0,bad
1090,-1.4,1.9,1.2,-2.2,-1.5,1.1,-1.6,good
1091,1.3,-1.2,-5.2,0.3,4.1,3.8,-1.3,bad
1092,-2.1,-0.7,-0.7,2.2,0.6,1.9,-0.5,bad
1093,2.3,-4.3,-0.1,-1.5,-4.1,1.0,-4.4,bad
1094,-2.1,0.3,-1.8,1.5,0.5,2.4,1.0,bad
1095,-1.3,-0.9,0.6,-1.8,-1.2,2.8,-1.5,good
1096,-0.9,-1.1,1.2,-0.6,-1.6,0.3,-1.2,bad
1097,1.7,-0.9,-0.0,2.5,-1.2,-1.0,1.8,good
1098,3.6,-1.7,-0.6,2.0,4.1,-1.1,4.1,good
1099,2.6,0.9,-1.4,3.4,3.0,-2.3,1.8,good
1100,-1.6,0.0,-1.9,-0.4,0.1,1.7,-1.4,bad
1101,0.3,-3.3,1.8,1.8,0.3,3.1,2.2,good
1102,-2.4,-0.8,1.9,1.6,0.1,0.1,0.3,bad
1103,-2.4,-2.0,-2.5,0.7,0.2,2.8,-3.5,bad
1104,-0.5,0.8,0.3,1.0,-1.9,-1.0,1.3,bad
1105,0.8,-0.8,-0.5,-0.6,0.7,-0.1,2.8,good
1106,2.1,-2.5,0.7,1.9,-0.1,2.5,-1.4,good
1107,-2.3,2.5,0.1,-0.4,1.5,-1.0,-1.9,good
1108,2.7,-2.7,-4.6,3.4,2.4,0.5,0.4,good
1109,0.8,-0.6,0.7,-0.1,1.0,-1.5,2.5,good
1110,-6.0,-0.8,5.5,2.0,1.4,-1.0,5.4,bad
1111,0.5,-0.6,-0.9,-0.7,-0.8,0.1,-0.0,good
1112,1.9,-0.1,-1.8,1.7,-2.2,0.4,-0.2,good
1113,-1.4,-2.3,-1.6,0.2,3.6,1.9,1.9,bad
1114,2.4,1.4,-0.2,2.7,-0.3,-1.4,2.4,good
1115,-2.4,-1.1,-0.5,-0.0,0.1,2.1,-1.6,bad
1116,-1.6,-1.2,2.7,-0.7,-1.9,2.0,1.6,good
1117,-4.5,3.6,-0.5,-1.4,1.0,-1.0,-4.5,good
1118,-0.2,-1.9,2.6,1.1,1.6,0.4,-1.7,good
1119,-3.7,0.7,0.4,1.0,3.3,-1.6,-5.0,good
1120,0.4,0.4,-2.2,2.9,4.2,-2.9,0.2,good
1121,2.7,-4.2,-1.9,1.8,0.7,0.2,-1.2,good
1122,-1.2,-1.3,-1.6,0.5,3.5,1.7,2.0,bad
1123,-2.0,0.1,-2.1,1.0,1.0,-2.0,-1.3,good
1124,-4.8,-1.6,1.9,-1.3,0.6,1.5,-3.4,bad
1125,1.1,0.2,-1.8,2.5,1.1,1.2,1.7,bad
1126,-0.0,-1.8,0.3,1.9,0.3,0.6,-0.8,bad
1127,-0.8,-2.4,2.6,0.2,1.3,1.2,-2.8,good
1128,-1.0,-0.1,-1.4,-0.3,1.7,3.0,-0.3,bad
1129,-0.0,0.7,-1.9,1.8,0.0,1.9,-2.3,bad
1130,1.2,-1.9,-2.6,1.1,3.5,-0.4,2.9,good
1131,0.4,-4.8,0.9,1.7,-1.4,-0.6,-5.1,bad
1132,1.5,-3.8,-0.6,1.8,-2.7,0.8,-2.4,bad
1133,-1.2,-1.7,1.5,0.9,0.3,0.1,-1.3,bad
1134,-0.6,-1.6,-0.6,1.4,-2.0,0.4,-1.2,bad
1135,2.8,-0.4,-2.3,2.1,2.6,-0.8,0.1,good
1136,-0.0,-0.1,-0.9,0.6,0.4,2.6,-0.2,good
1137,-1.4,-0.9,1.2,0.2,1.2,0.7,-0.8,good
1138,-2.5,-0.8,1.9,3.5,-1.5,1.3,-1.2,bad
1139,-1.2,0.6,0.9,-0.6,-1.8,2.0,-0.2,good
1140,-0.1,-1.7,0.1,1.2,-2.9,0.5,-0.4,bad
1141,-2.4,-1.0,0.9,1.1,1.5,1.4,0.2,bad
1142,0.8,-3.6,0.8,-1.0,4.4,-1.7,3.1,good
1143,1.3,-0.5,-1.8,0.3,1.6,1.0,-1.7,bad
1144,-1.2,-1.0,1.5,1.1,0.2,1.0,-0.3,good
1145,1.7,-1.7,-1.3,1.8,0.0,-0.9,2.8,bad
1146,-4.1,-1.7,1.3,1.1,-0.2,0.5,4.2,bad
1147,4.3,-2.0,-3.3,2.1,2.0,1.2,1.7,good
1148,3.3,-2.1,-1.7,1.5,1.8,0.0,0.8,good
1149,1.1,-1.4,-0.9,0.0,2.8,-1.2,2.0,good
1150,1.8,-1.2,-2.8,-0.0,-1.4,1.6,-1.1,good
1151,-2.9,-0.3,2.2,-0.6,-1.8,1.4,0.7,good
1152,1.3,-4.2,1.2,0.4,-3.3,0.5,-2.6,bad
1153,-2.2,-1.8,-1.1,-0.2,-1.2,2.2,-2.6,bad
1154,-0.9,0.0,-0.5,-0.6,2.1,-3.4,6.1,bad
1155,-2.8,-1.1,-1.7,1.4,0.2,3.7,0.3,bad
